2551,2014-04-07 05:22:04.042,0,0,0
3309,2014-04-06 11:31:00.291,0,0,0
3857,2014-04-02 20:07:35.919,214821285,2092,1
3857,2014-04-02 20:07:35.877,214820383,4188,2
3857,2014-04-02 20:07:36.017,214819562,1046,1
4586,2014-04-06 21:51:55.984,0,0,0
5291,2014-04-06 16:54:53.520,214691197,1883,1
5291,2014-04-06 16:54:53.517,214821272,418,1
8102,2014-04-07 09:08:55.702,214826925,837,1
8102,2014-04-07 09:08:55.425,214828987,313,1
8102,2014-04-07 09:08:55.443,214827005,627,1
8102,2014-04-07 09:08:55.483,214716671,470,1
8102,2014-04-07 09:08:55.672,214716714,680,1
8102,2014-04-07 09:08:55.728,214827000,418,1
8102,2014-04-07 09:08:55.712,214834865,523,2
8102,2014-04-07 09:08:55.690,214684841,418,1
8102,2014-04-07 09:08:55.196,214716746,680,1
8373,2014-04-07 05:59:31.774,0,0,0
9568,2014-04-06 13:36:41.884,214837485,627,1
9568,2014-04-06 13:36:41.940,214838831,1778,1
9568,2014-04-06 13:36:41.976,214559726,1360,1
9568,2014-04-06 13:36:41.983,214684841,418,1
9702,2014-04-07 11:02:52.450,214837442,523,2
9702,2014-04-07 11:02:52.358,214837485,627,1
9702,2014-04-07 11:02:52.544,214828987,313,1
9702,2014-04-07 11:02:52.890,214684845,418,1
9702,2014-04-07 11:02:52.961,214820201,3141,1
9702,2014-04-07 11:02:53.019,214709735,1570,1
9702,2014-04-07 11:02:53.029,214826889,1046,2
9702,2014-04-07 11:02:52.805,214559730,732,1
9932,2014-04-06 17:37:38.767,214716928,2931,1
9932,2014-04-06 17:37:38.773,214690110,1360,1
11051,2014-04-01 12:50:01.735,214718398,1465,2
11051,2014-04-01 12:50:01.820,214539148,6282,1
11051,2014-04-01 12:50:02.039,214717515,1674,1
11517,2014-04-07 17:25:30.122,0,0,0
13276,2014-04-02 13:40:05.992,0,0,0
16436,2014-04-01 06:31:13.028,214613705,941,1
16436,2014-04-01 06:31:13.027,214821032,732,1
17132,2014-04-07 12:54:04.286,214826619,732,2
17132,2014-04-07 12:54:04.238,214682047,5235,1
17132,2014-04-07 12:54:04.335,214826799,627,1
17132,2014-04-07 12:54:04.380,214820447,1570,1
18031,2014-04-03 11:25:41.205,0,0,0
20039,2014-04-05 06:52:28.106,0,0,0
20276,2014-04-06 17:58:23.690,0,0,0
23109,2014-04-06 11:08:34.140,0,0,0
24851,2014-04-06 18:33:39.609,0,0,0
25553,2014-04-06 18:13:41.091,0,0,0
26656,2014-04-04 08:09:23.215,0,0,0
26989,2014-04-04 12:51:40.468,0,0,0
27437,2014-04-02 20:10:38.478,0,0,0
28326,2014-04-07 16:05:53.608,214839313,4188,1
28326,2014-04-07 16:05:53.677,214839995,407,2
28326,2014-04-07 16:05:53.759,214839999,407,2
28326,2014-04-07 16:05:53.845,214523700,313,6
29034,2014-04-06 14:08:00.396,0,0,0
29284,2014-04-03 18:55:12.817,0,0,0
30773,2014-04-01 18:44:03.816,214685842,313,1
30773,2014-04-01 18:44:03.816,214704187,418,1
30773,2014-04-01 18:44:03.815,214573001,313,1
30773,2014-04-01 18:44:03.809,214518639,271,1
30773,2014-04-01 18:44:03.805,214639260,418,1
30773,2014-04-01 18:44:03.804,214658842,418,1
30773,2014-04-01 18:44:03.752,214702927,208,1
30773,2014-04-01 18:44:03.754,214509920,376,1
30773,2014-04-01 18:44:03.753,214668804,282,3
30773,2014-04-01 18:44:03.853,214639280,418,1
30773,2014-04-01 18:44:03.752,214702929,282,1
30773,2014-04-01 18:44:03.751,214705363,271,1
30773,2014-04-01 18:44:03.755,214600637,261,1
31872,2014-04-04 23:58:12.718,0,0,0
32609,2014-04-04 14:10:29.470,0,0,0
33606,2014-04-06 12:53:40.293,0,0,0
36582,2014-04-06 20:48:08.147,0,0,0
37041,2014-04-06 09:11:58.196,0,0,0
38517,2014-04-05 15:38:20.356,214832557,2092,1
38517,2014-04-05 15:38:20.451,214718203,1360,2
38517,2014-04-05 15:38:20.575,214821020,732,1
38517,2014-04-05 15:38:20.711,214832559,2092,1
38517,2014-04-05 15:38:20.786,214668590,1570,1
38517,2014-04-05 15:38:20.772,214819547,418,1
38683,2014-04-06 12:00:52.834,214827007,837,1
38683,2014-04-06 12:00:52.848,214826700,418,2
38683,2014-04-06 12:00:52.865,214821277,1046,2
38683,2014-04-06 12:00:52.891,214821277,1046,6
38683,2014-04-06 12:00:52.905,214826625,732,1
38683,2014-04-06 12:00:52.923,214826801,523,1
38683,2014-04-06 12:00:52.936,214827005,627,1
39333,2014-04-07 08:47:20.570,0,0,0
40171,2014-04-06 15:06:22.927,0,0,0
41819,2014-04-06 17:03:58.675,0,0,0
41981,2014-04-06 21:03:24.012,214641902,3141,1
41981,2014-04-06 21:03:24.048,214601060,941,1
42092,2014-04-06 19:14:08.882,214833802,57491,1
42092,2014-04-06 19:14:08.466,214833802,57491,1
43167,2014-04-03 20:33:38.484,0,0,0
43604,2014-04-05 16:49:38.095,214826715,732,1
43604,2014-04-05 16:49:38.119,214826955,1360,2
43604,2014-04-05 16:49:38.151,214844297,732,1
46026,2014-04-07 15:56:27.825,0,0,0
46713,2014-04-04 20:50:49.415,0,0,0
47292,2014-04-02 11:17:46.382,0,0,0
49259,2014-04-07 09:30:03.029,214834865,523,3
49259,2014-04-07 09:30:03.087,214827000,418,2
49259,2014-04-07 09:30:03.094,214826925,837,1
49259,2014-04-07 09:30:02.953,214827000,418,1
49259,2014-04-07 09:30:02.768,214827007,837,1
49259,2014-04-07 09:30:02.833,214834865,523,1
49691,2014-04-01 10:10:30.837,0,0,0
50769,2014-04-05 12:53:50.917,214826835,1674,2
50957,2014-04-07 04:21:41.424,0,0,0
54018,2014-04-07 20:44:40.148,0,0,0
54338,2014-04-07 08:44:24.814,214826934,523,1
54338,2014-04-07 08:44:24.555,214821300,732,1
54338,2014-04-07 08:44:24.640,214826998,837,1
54338,2014-04-07 08:44:24.742,214837483,523,1
54338,2014-04-07 08:44:24.918,214837485,627,1
54338,2014-04-07 08:44:24.923,214826872,523,1
54338,2014-04-07 08:44:24.941,214826908,837,1
55627,2014-04-07 18:58:05.568,0,0,0
56633,2014-04-06 19:27:52.402,214820392,627,1
56633,2014-04-06 19:27:52.396,214744775,837,1
57147,2014-04-03 12:00:17.770,214840901,1250,1
57147,2014-04-03 12:00:17.774,214840884,889,2
58568,2014-04-06 19:35:56.264,0,0,0
59173,2014-04-07 09:10:45.043,0,0,0
61149,2014-04-07 05:38:01.979,0,0,0
61588,2014-04-04 20:18:15.163,0,0,0
64242,2014-04-01 15:50:00.358,0,0,0
64282,2014-04-07 10:12:09.079,0,0,0
64451,2014-04-03 18:45:46.892,0,0,0
65022,2014-04-05 13:59:28.078,0,0,0
66078,2014-04-04 17:46:24.570,0,0,0
67781,2014-04-06 18:26:04.200,0,0,0
68351,2014-04-03 16:48:03.983,0,0,0
72393,2014-04-03 09:15:08.808,0,0,0
75698,2014-04-05 11:11:48.595,214838261,8586,1
76071,2014-04-06 06:31:27.989,0,0,0
76087,2014-04-05 20:08:13.313,214602605,8375,1
76087,2014-04-05 20:08:13.320,214717511,732,1
76728,2014-04-07 09:42:49.029,0,0,0
79812,2014-04-06 10:10:18.967,0,0,0
82142,2014-04-05 19:27:39.352,0,0,0
82377,2014-04-05 09:02:13.819,0,0,0
82906,2014-04-06 18:52:16.290,214821277,1046,3
82906,2014-04-06 18:52:16.384,214821285,2092,1
82906,2014-04-06 18:52:16.398,214821292,627,2
82906,2014-04-06 18:52:17.021,214844038,1036,1
82906,2014-04-06 18:52:16.295,214821277,1046,4
83881,2014-04-02 19:56:08.126,214744535,2092,1
83881,2014-04-02 19:56:08.116,214709640,418,1
83881,2014-04-02 19:56:08.136,214714755,1046,1
83881,2014-04-02 19:56:07.963,214717003,2408,2
83881,2014-04-02 19:56:08.037,214557223,627,1
84539,2014-04-05 06:55:37.469,0,0,0
91314,2014-04-02 19:42:11.766,0,0,0
92267,2014-04-03 12:21:21.403,0,0,0
93518,2014-04-01 11:13:20.651,214744535,2092,1
96163,2014-04-02 18:31:09.671,0,0,0
97487,2014-04-03 01:45:53.594,214718203,1360,1
97487,2014-04-03 01:45:53.806,214826745,3664,1
97487,2014-04-03 01:45:53.978,214533489,2092,1
97487,2014-04-03 01:45:54.086,214821399,941,1
97487,2014-04-03 01:45:54.106,214690847,837,1
97487,2014-04-03 01:45:54.119,214563335,261,1
97487,2014-04-03 01:45:54.135,214554450,418,1
97487,2014-04-03 01:45:53.697,214717888,2092,1
98009,2014-04-02 13:20:13.462,0,0,0
100048,2014-04-07 00:33:01.693,0,0,0
100598,2014-04-06 12:08:22.952,0,0,0
101582,2014-04-01 08:24:32.224,0,0,0
102758,2014-04-02 18:39:32.530,214716975,2092,4
102758,2014-04-02 18:39:32.547,214839313,4188,1
102758,2014-04-02 18:39:32.578,214839999,523,1
102758,2014-04-02 18:39:32.774,214716941,2092,1
102758,2014-04-02 18:39:32.785,214839995,523,2
103209,2014-04-06 15:37:22.879,214717612,7538,1
103533,2014-04-04 17:05:34.651,214843481,1140,1
103533,2014-04-04 17:05:34.465,214840318,1517,1
103533,2014-04-04 17:05:34.521,214718203,1360,2
103533,2014-04-04 17:05:34.590,214826816,1674,1
103533,2014-04-04 17:05:34.591,214821292,627,2
103533,2014-04-04 17:05:34.647,214843483,1140,1
104582,2014-04-06 11:32:15.264,0,0,0
104933,2014-04-01 09:47:20.277,214748287,523,1
104933,2014-04-01 09:47:20.265,214820396,732,1
104933,2014-04-01 09:47:20.255,214820392,627,1
104933,2014-04-01 09:47:20.064,214744775,837,1
104933,2014-04-01 09:47:20.155,214800268,941,1
105648,2014-04-05 14:09:50.758,0,0,0
106546,2014-04-02 17:55:52.642,0,0,0
109477,2014-04-06 23:18:37.763,214642691,2092,1
